"","BUSINESS_DATE","sales","visits","weekday","print_inv","internet_inv","tv_inv","radio_inv","special_inv","trend"
"356","2016-05-04",1814822.5,266401,"Wednesday",0,11775.04,30556.92,0,555.55,356
"357","2016-05-05",1874246.63,271035,"Thursday",0,13025.04,58985.53,0,0,357
"358","2016-05-06",2328506.59,321921,"Friday",0,15745.04,49970.87,0,555.55,358
"359","2016-05-07",3193296.67,414179,"Saturday",0,13076.04,70025.32,0,555.55,359
"360","2016-05-08",2665209.05,333474,"Sunday",0,12872.04,92085.74,0,0,360
"361","2016-05-09",1635949.39,243898,"Monday",0,11775.04,84069.82,0,0,361
"362","2016-05-10",1681739.61,249840,"Tuesday",0,11775.04,51679.22,0,555.55,362
"363","2016-05-11",1759644.24,254695,"Wednesday",0,0,42972.53,0,0,363
"364","2016-05-12",1873807.12,270628,"Thursday",0,0,51466.8,0,555.55,364
"365","2016-05-13",2336507.77,321925,"Friday",0,0,45615.2,0,555.55,365
"366","2016-05-14",3181617.39,408128,"Saturday",0,0,57454.08,0,0,366
"367","2016-05-15",2881354.54,355657,"Sunday",0,0,0,0,0,367
"368","2016-05-16",1705220.65,251588,"Monday",0,0,0,0,0,368
"369","2016-05-17",1660299.1,247992,"Tuesday",0,0,0,0,0,369
"370","2016-05-18",1749196.04,257031,"Wednesday",0,0,0,0,0,370
"371","2016-05-19",1814687.63,260278,"Thursday",0,0,0,0,0,371
"372","2016-05-20",2376293.15,331117,"Friday",0,0,50809.89,0,0,372
"373","2016-05-21",2977313.95,396209,"Saturday",0,0,41602.69,0,0,373
"374","2016-05-22",2502796.83,315358,"Sunday",0,0,39096.28,0,0,374
"375","2016-05-23",1652966.17,244501,"Monday",0,0,40564.26,0,0,375
"376","2016-05-24",1650496.61,247285,"Tuesday",0,0,32576.8,0,0,376
"377","2016-05-25",1709648.36,251900,"Wednesday",0,0,49084.58,0,0,377
"378","2016-05-26",1797975.3,262075,"Thursday",0,0,24022.25,0,0,378
"379","2016-05-27",2221561.36,313927,"Friday",0,0,41149.15,0,0,379
"380","2016-05-28",2908321.38,387389,"Saturday",0,0,0,0,0,380
"381","2016-05-29",2737097.07,342093,"Sunday",0,0,0,0,0,381
"382","2016-05-30",1655949.87,246326,"Monday",0,0,0,5088.72,11001.6229906542,382
"383","2016-05-31",1689958.9,252225,"Tuesday",0,0,0,5088.72,0,383
"384","2016-06-01",2195431.4,309632,"Wednesday",0,211935.48,109490.71,15506.61,0,384
"385","2016-06-02",2924607,359182,"Thursday",0,2222.21,59915.48,15506.61,0,385
"386","2016-06-03",2252390.15,311616,"Friday",0,2222.21,62909.2,15506.61,0,386
"387","2016-06-04",2723054.53,369622,"Saturday",0,2222.21,33604.51,15506.61,0,387
"388","2016-06-05",2588048.72,332191,"Sunday",0,2222.21,87169.51,13738.61,0,388
"389","2016-06-06",1678472.69,253329,"Monday",0,2222.21,65039.39,15506.61,0,389
"390","2016-06-07",1653527.42,251938,"Tuesday",0,2222.21,46557.71,15506.61,0,390
"391","2016-06-08",2149455.99,314234,"Wednesday",0,2222.21,52584.29,15506.61,0,391
"392","2016-06-09",2022308.28,290083,"Thursday",0,2222.21,43213.04,15506.61,0,392
"393","2016-06-10",2246594.15,314787,"Friday",0,2222.21,98860.59,15506.61,0,393
"394","2016-06-11",2807901.77,372006,"Saturday",0,2222.21,94430.93,15248.17,0,394
"395","2016-06-12",2615260.17,337504,"Sunday",0,2222.21,90519.8,13480.17,0,395
"396","2016-06-13",1679278.59,249673,"Monday",0,2222.21,100131.01,0,0,396
"397","2016-06-14",1771542.84,261312,"Tuesday",0,2222.21,75580.77,0,0,397
"398","2016-06-15",1839000.22,267927,"Wednesday",0,2222.21,71649.33,0,0,398
"399","2016-06-16",1891960.6,272405,"Thursday",0,2222.21,94149.15,0,0,399
"400","2016-06-17",2157527.53,303505,"Friday",0,2222.21,88485.87,0,48225,400
"401","2016-06-18",2759413.89,363788,"Saturday",0,2222.21,62538.92,0,0,401
"402","2016-06-19",2765293.16,347202,"Sunday",0,0,13670.46,0,0,402
"403","2016-06-20",1760659.91,257736,"Monday",0,214.69,5729.86,0,0,403
"404","2016-06-21",1725558.13,255726,"Tuesday",0,1022.05,22345.39,0,0,404
"405","2016-06-22",1728394.67,252641,"Wednesday",0,214.55,5582.59,0,0,405
"406","2016-06-23",1889265.86,273106,"Thursday",0,214.55,5070.37,0,0,406
"407","2016-06-24",2147370.93,300474,"Friday",0,10247.48,155174.06,0,0,407
"408","2016-06-25",2682549.64,351054,"Saturday",0,12056.98,101255.46,0,0,408
"409","2016-06-26",2476125.26,309789,"Sunday",0,9302.98,144694.27,0,0,409
"410","2016-06-27",1822248.28,257578,"Monday",0,20645.89,125921.87,0,0,410
"411","2016-06-28",1834826.98,261452,"Tuesday",0,12395.83,83236.27,0,0,411
"412","2016-06-29",1968696.14,272600,"Wednesday",0,19569.17,90770.3,0,0,412
"413","2016-06-30",1962285.5,274177,"Thursday",0,21149.11,123635.01,0,0,413
"414","2016-07-01",2227284.21,301690,"Friday",0,72372.85,107712.44,0,0,414
"415","2016-07-02",2605212.58,337640,"Saturday",0,11892.96,104252.12,0,0,415
"416","2016-07-03",2724049.88,337595,"Sunday",0,11638.95,103224.16,0,0,416
"417","2016-07-04",1976706.25,278318,"Monday",0,16260.32,77744.03,0,0,417
"418","2016-07-05",1924211.33,274089,"Tuesday",0,8782.8,42159.59,0,0,418
"419","2016-07-06",1997274.89,284086,"Wednesday",0,11511.3,49087.81,0,0,419
"420","2016-07-07",2009437.58,284772,"Thursday",0,11511.3,99975.04,0,0,420
"421","2016-07-08",2289624.7,315249,"Friday",0,6895.51,132323.31,0,0,421
"422","2016-07-09",2802623.2,365533,"Saturday",0,5722.51,123456.25,0,0,422
"423","2016-07-10",2550243.01,323171,"Sunday",0,8222.5,85311.47,0,0,423
"424","2016-07-11",1967472.38,280792,"Monday",0,4180.93,67479.18,0,0,424
"425","2016-07-12",2038575.69,285070,"Tuesday",0,1528.82,52907.54,0,0,425
"426","2016-07-13",2129086.31,293858,"Wednesday",0,1528.82,45302.84,0,0,426
"427","2016-07-14",2209363.7,300954,"Thursday",0,1528.82,60998.76,0,0,427
"428","2016-07-15",2591028.45,336341,"Friday",0,1528.82,76499.34,0,0,428
"429","2016-07-16",3078306.82,385788,"Saturday",0,1528.82,53473.43,0,0,429
"430","2016-07-17",2720477.41,340076,"Sunday",0,1528.82,28797.43,0,0,430
"431","2016-07-18",1962437.41,278013,"Monday",0,0,0,0,0,431
"432","2016-07-19",1926355.57,277505,"Tuesday",0,0,0,0,0,432
"433","2016-07-20",1980743.57,281934,"Wednesday",0,0,0,0,0,433
"434","2016-07-21",2056922.45,290035,"Thursday",0,0,0,0,0,434
"435","2016-07-22",2292078.78,314208,"Friday",0,0,0,0,0,435
"436","2016-07-23",2832412.06,365359,"Saturday",0,0,0,0,0,436
"437","2016-07-24",2714180.43,339699,"Sunday",0,0,0,0,0,437
"438","2016-07-25",1951795.09,277430,"Monday",0,3089.04,0,0,0,438
"439","2016-07-26",1901939.67,273287,"Tuesday",0,879,0,0,0,439
"440","2016-07-27",2004503.52,279312,"Wednesday",0,879,0,0,0,440
"441","2016-07-28",2116921.05,295183,"Thursday",0,879,0,0,0,441
"442","2016-07-29",2293115.48,314651,"Friday",0,879,33526.56,0,0,442
"443","2016-07-30",2740751,358728,"Saturday",0,879,24858.79,0,0,443
"444","2016-07-31",2678816.46,334728,"Sunday",0,879,21919.27,0,0,444
"445","2016-08-01",2167110.19,293423,"Monday",0,45204.7,29268.87,0,0,445
"446","2016-08-02",2044833.35,284008,"Tuesday",0,0,17366.31,0,0,446
"447","2016-08-03",2054230.36,284509,"Wednesday",0,0,24237.29,0,0,447
"448","2016-08-04",2101652.45,289711,"Thursday",0,0,21418.18,0,0,448
"449","2016-08-05",2502197.35,322019,"Friday",0,0,19454.72,0,0,449
"450","2016-08-06",2790683.12,356036,"Saturday",0,0,25463.88,0,0,450
"451","2016-08-07",2597994.06,325154,"Sunday",0,0,11245.46,0,0,451
"452","2016-08-08",2072430.47,279904,"Monday",0,2579.04,9619.65,0,0,452
"453","2016-08-09",2035389.27,276977,"Tuesday",0,811.01,11399.97,0,0,453
"454","2016-08-10",2276124.46,290952,"Wednesday",0,811.01,8273.77,0,0,454
"455","2016-08-11",2228367.02,288500,"Thursday",0,811.01,10473.85,0,0,455
"456","2016-08-12",2346603.69,302778,"Friday",0,811.01,7438.89,0,0,456
"457","2016-08-13",2596083.86,328764,"Saturday",0,811.01,39246.62,0,0,457
"458","2016-08-14",2237436.32,285155,"Sunday",0,811.01,18612.03,0,0,458
"459","2016-08-15",1934815.64,243111,"Monday",0,0,16566.3,0,0,459
"460","2016-08-16",2268765,288350,"Tuesday",0,0,16543.56,0,0,460
"461","2016-08-17",2282560.83,291121,"Wednesday",0,0,12235.69,0,0,461
"462","2016-08-18",2222348.43,287742,"Thursday",0,0,7190.47,0,0,462
"463","2016-08-19",2287723.21,297678,"Friday",0,0,10667.19,0,0,463
"464","2016-08-20",2549694.82,322565,"Saturday",0,0,12369.41,0,0,464
"465","2016-08-21",2388568.81,301010,"Sunday",0,0,53064.87,0,0,465
"466","2016-08-22",2084559.75,277675,"Monday",0,0,0,0,0,466
"467","2016-08-23",2071782.96,278210,"Tuesday",0,0,0,0,0,467
"468","2016-08-24",2003733.71,272577,"Wednesday",0,0,0,0,0,468
"469","2016-08-25",2014708.91,274574,"Thursday",0,0,0,0,0,469
"470","2016-08-26",2182470.08,296883,"Friday",0,0,0,0,0,470
"471","2016-08-27",2532988.1,334564,"Saturday",0,0,0,0,0,471
"472","2016-08-28",2401421.26,310463,"Sunday",0,0,0,0,0,472
"473","2016-08-29",1932409.57,274550,"Monday",0,3089.04,0,0,0,473
"474","2016-08-30",1988055.77,278829,"Tuesday",0,879,0,0,0,474
"475","2016-08-31",2011504.9,285047,"Wednesday",0,879,0,0,0,475
"476","2016-09-01",2071029.72,296136,"Thursday",0,80842.34,0,0,0,476
"477","2016-09-02",2371633.57,325938,"Friday",0,879,80585.28,15359.54,80787.5,477
"478","2016-09-03",2916010.51,381304,"Saturday",0,879,61245.95,14998.29,0,478
"479","2016-09-04",2762690.58,349145,"Sunday",0,879,83523.45,14998.29,0,479
"480","2016-09-05",2142078.3,303146,"Monday",0,18412.69,102651.9,14998.29,0,480
"481","2016-09-06",2182218.67,306603,"Tuesday",0,5680.29,102445.83,14998.29,0,481
"482","2016-09-07",2247105.55,312810,"Wednesday",0,22998.29,62526.13,14624.29,0,482
"483","2016-09-08",2262682.36,315769,"Thursday",0,14431.89,65413.21,14624.29,0,483
"484","2016-09-09",2547095.04,347832,"Friday",0,9658.29,56539.24,14624.29,0,484
"485","2016-09-10",3101027.97,400659,"Saturday",0,14431.89,69010.74,14624.29,0,485
"486","2016-09-11",2886423.39,359764,"Sunday",0,5680.29,79767.93,14263.04,0,486
"487","2016-09-12",2188530.65,309201,"Monday",0,20800.37,9272.26,0,0,487
"488","2016-09-13",2018423.5,294475,"Tuesday",0,24826.23,9587.97,0,0,488
"489","2016-09-14",2043989.16,297591,"Wednesday",0,6150.22,8361.19,0,0,489
"490","2016-09-15",2005868.03,289109,"Thursday",0,10128.22,11571.27,0,0,490
"491","2016-09-16",2376165.37,330242,"Friday",0,6150.22,72093.46,0,0,491
"492","2016-09-17",3311156.88,427800,"Saturday",0,6150.22,104077.62,0,0,492
"493","2016-09-18",2945346.46,364130,"Sunday",0,6150.26,74791.61,0,0,493
"494","2016-09-19",1783507.75,268320,"Monday",0,615.64,82014.41,0,0,494
"495","2016-09-20",1794696.03,271123,"Tuesday",0,615.64,69414.74,0,0,495
"496","2016-09-21",1838134.32,271987,"Wednesday",0,615.64,89483.12,0,0,496
"497","2016-09-22",1879087.57,280307,"Thursday",0,615.64,82746.82,0,0,497
"498","2016-09-23",2364139.56,334050,"Friday",0,615.64,62521.39,0,0,498
"499","2016-09-24",3194898.16,419293,"Saturday",0,615.64,45246.94,0,0,499
"500","2016-09-25",2804283.11,352780,"Sunday",0,615.64,48236.65,0,0,500
"501","2016-09-26",1656883.05,254217,"Monday",0,7110.0287141217,0,0,0,501
"502","2016-09-27",1670701.36,256204,"Tuesday",0,7110.0287141217,0,0,0,502
"503","2016-09-28",1799180.65,264844,"Wednesday",0,7110.0287141217,0,0,0,503
"504","2016-09-29",1869107.57,271722,"Thursday",0,7110.0287141217,0,0,0,504
"505","2016-09-30",2420142.47,330195,"Friday",0,7110.0287141217,172971.19,0,0,505
"506","2016-10-01",3374815.27,419522,"Saturday",0,59390.5,77746.84,0,0,506
"507","2016-10-02",2953770.96,355137,"Sunday",0,7110.0287141217,119840.11,0,0,507
"508","2016-10-03",1765168.12,257775,"Monday",0,0,123320.16,0,0,508
"509","2016-10-04",1820962.89,263045,"Tuesday",0,3390.88,78429.36,0,0,509
"510","2016-10-05",1836450.91,263354,"Wednesday",0,3388.69,56474.31,0,0,510
"511","2016-10-06",1878543.88,267220,"Thursday",0,3388.69,44920.43,0,0,511
"512","2016-10-07",2471345.38,336153,"Friday",0,23775.2,51848.38,0,0,512
"513","2016-10-08",3477531.06,428754,"Saturday",0,8771.92,39966.97,0,0,513
"514","2016-10-09",3061733.98,361043,"Sunday",0,8771.92,80753.88,0,0,514
"515","2016-10-10",1738952.19,250776,"Monday",0,12066.26,6820.04,0,0,515
"516","2016-10-11",1752147.45,251807,"Tuesday",0,17071.03,6770.61,0,0,516
"517","2016-10-12",2060564.43,287985,"Wednesday",0,12066.19,7661.43,0,0,517
"518","2016-10-13",1840359.36,262375,"Thursday",0,12066.19,7267.62,0,0,518
"519","2016-10-14",2311171.59,310126,"Friday",0,12066.19,101430.92,0,0,519
"520","2016-10-15",3511936.37,430441,"Saturday",0,9564.64,52737.39,0,0,520
"521","2016-10-16",3135012.17,369144,"Sunday",0,9564.64,54131.12,0,0,521
"522","2016-10-17",1680223.04,245185,"Monday",0,4797.28,87667.38,0,0,522
"523","2016-10-18",1708689.59,248468,"Tuesday",0,4797.28,65742.17,0,0,523
"524","2016-10-19",1810750.65,258796,"Wednesday",0,4797.28,67417.38,0,0,524
"525","2016-10-20",1886628.29,268009,"Thursday",0,4797.28,41161.71,0,0,525
"526","2016-10-21",2442408.6,330231,"Friday",0,4797.28,52683.22,0,0,526
"527","2016-10-22",3385652.46,421626,"Saturday",0,4797.28,41573.18,0,0,527
"528","2016-10-23",2924749.63,348373,"Sunday",0,4797.28,43143.47,0,0,528
"529","2016-10-24",1593303.91,235489,"Monday",0,7110.0287141217,76684.52,0,0,529
"530","2016-10-25",1634591.16,239241,"Tuesday",0,7110.0287141217,80641.52,0,0,530
"531","2016-10-26",1730065.3,248632,"Wednesday",0,7110.0287141217,49062.78,0,0,531
"532","2016-10-27",1872619.58,264079,"Thursday",0,7110.0287141217,45662.55,0,0,532
"533","2016-10-28",2387120.12,321747,"Friday",0,7110.0287141217,145496.61,0,0,533
"534","2016-10-29",3281766.06,410756,"Saturday",0,7110.0287141217,115500.13,0,0,534
"535","2016-10-30",3048984.43,362232,"Sunday",0,7110.0287141217,74840.26,0,0,535
"536","2016-10-31",3155808.36,390298,"Monday",0,0,78556.93,0,0,536
"537","2016-11-01",2805793.73,333031,"Tuesday",0,89455.2,52726.71,0,0,537
"538","2016-11-02",1635953.63,241503,"Wednesday",0,0,60859.09,0,0,538
"539","2016-11-03",1613407.67,242033,"Thursday",0,0,35215.6,0,0,539
"540","2016-11-04",2126131.63,302667,"Friday",0,5038.75,55494.97,32868.71,0,540
"541","2016-11-05",2955959.53,388007,"Saturday",0,18794.47,150243.88,0,0,541
"542","2016-11-06",2673618.96,336061,"Sunday",14625.1,49871.19,269783.99,0,0,542
"543","2016-11-07",1517217.67,248047,"Monday",10959.9,27048.68,66764.2,0,0,543
"544","2016-11-08",1578668.33,240923,"Tuesday",0,615.64,69485.58,0,0,544
"545","2016-11-09",1933513.52,276538,"Wednesday",0,615.64,75218.38,0,0,545
"546","2016-11-10",1880333.5,267400,"Thursday",0,615.64,66230.51,0,0,546
"547","2016-11-11",2383745.75,321129,"Friday",0,615.64,306970.26,0,0,547
"548","2016-11-12",3458823.73,425122,"Saturday",0,615.64,88894.31,0,0,548
"549","2016-11-13",3122586.05,364888,"Sunday",0,615.64,80419.42,0,0,549
"550","2016-11-14",1681780.07,244650,"Monday",0,1416.84,97070.08,0,0,550
"551","2016-11-15",1761257.43,252715,"Tuesday",0,2218.71,73654.92,0,0,551
"552","2016-11-16",1828299.84,260541,"Wednesday",0,2218.04,70613.07,0,0,552
"553","2016-11-17",1890977.07,269805,"Thursday",0,2218.04,50262.5,0,0,553
"554","2016-11-18",2351916.4,317682,"Friday",0,2218.04,62473.94,0,0,554
"555","2016-11-19",3363202.2,415758,"Saturday",0,2218.04,77763.36,0,0,555
"556","2016-11-20",3096455.49,363476,"Sunday",0,2218.04,78885.61,0,0,556
"557","2016-11-21",1630477.67,236900,"Monday",0,1602.4,48792,0,0,557
"558","2016-11-22",1637020.4,238335,"Tuesday",0,1602.4,49943.55,0,0,558
"559","2016-11-23",1767186.38,252290,"Wednesday",0,1602.4,46857.27,0,0,559
"560","2016-11-24",1793217.47,254012,"Thursday",0,1602.4,49907.04,0,0,560
"561","2016-11-25",2664238.35,350542,"Friday",0,1602.4,27854.68,0,0,561
"562","2016-11-26",3480630.04,428181,"Saturday",0,1602.4,64916.99,0,0,562
"563","2016-11-27",3133749.49,367419,"Sunday",0,1602.4,79915.07,0,0,563
"564","2016-11-28",1616102.81,239002,"Monday",0,0,0,0,0,564
"565","2016-11-29",1634542.79,241249,"Tuesday",0,0,0,0,0,565
"566","2016-11-30",1766857.09,251819,"Wednesday",0,0,0,0,0,566
"567","2016-12-01",1871000.88,261393,"Thursday",0,19504,0,0,0,567
"568","2016-12-02",2471755.32,327575,"Friday",0,0,91618.28,32868.71,68600,568
"569","2016-12-03",3393116.82,415358,"Saturday",0,24083.95,152313.78,0,0,569
"570","2016-12-04",3216385.32,370677,"Sunday",14625.1,38511.28,209664.2,0,0,570
"571","2016-12-05",1942143.83,276359,"Monday",10959.9,15028.01,95382.4,0,0,571
"572","2016-12-06",1809877.23,253889,"Tuesday",0,1243.46,88049.35,0,0,572
"573","2016-12-07",2354003.43,312412,"Wednesday",0,1243.46,100030.73,0,0,573
"574","2016-12-08",3135350.84,359341,"Thursday",0,1243.46,75039.77,0,0,574
"575","2016-12-09",2607241.08,326972,"Friday",0,1243.46,81139.54,0,0,575
"576","2016-12-10",3248740.25,399436,"Saturday",0,1243.46,80183.7,0,0,576
"577","2016-12-11",3016142.31,349298,"Sunday",0,1243.46,48909.64,0,0,577
"578","2016-12-12",1715392.71,244019,"Monday",0,1243.46,43434.53,0,0,578
"579","2016-12-13",1795031.19,253550,"Tuesday",0,1243.46,93005.71,0,0,579
"580","2016-12-14",2053544.77,282184,"Wednesday",0,1243.46,105597.11,0,0,580
"581","2016-12-15",2056103.69,278453,"Thursday",0,1243.46,10649.88,0,0,581
"582","2016-12-16",2547048.48,332805,"Friday",0,1243.46,6866.54,0,0,582
"583","2016-12-17",3586932.34,427704,"Saturday",0,1243.46,8833.63,0,0,583
"584","2016-12-18",3403263.64,382864,"Sunday",0,1243.46,12347.4,0,0,584
"585","2016-12-19",1956436.94,271190,"Monday",0,7110.0287141217,10514.89,0,0,585
"586","2016-12-20",2094342.69,282754,"Tuesday",0,7110.0287141217,7202.4,0,0,586
"587","2016-12-21",2330654.95,309763,"Wednesday",0,7110.0287141217,130341.62,0,0,587
"588","2016-12-22",2718072.02,356504,"Thursday",0,7110.0287141217,94383.86,0,0,588
"589","2016-12-23",3162667.62,393831,"Friday",0,7110.0287141217,85484.77,0,0,589
"590","2016-12-24",1846490.55,234008,"Saturday",0,7110.0287141217,0,0,0,590
"591","2016-12-25",1003300.82,126223,"Sunday",0,7110.0287141217,0,0,0,591
"592","2016-12-26",2417046.26,282255,"Monday",0,0,0,0,0,592
"593","2016-12-27",2537090.81,321834,"Tuesday",0,0,0,0,0,593
"594","2016-12-28",2526135.45,316743,"Wednesday",0,0,0,0,0,594
"595","2016-12-29",2467957.22,309224,"Thursday",0,0,0,0,0,595
"596","2016-12-30",2741950.91,336890,"Friday",0,0,19176.2293577267,0,0,596
"597","2016-12-31",1787391.42,226400,"Saturday",0,0,19030.879622944,0,0,597
"598","2017-01-01",2484249.2,277654,"Sunday",0,81771.03,158201.83,0,0,598
"599","2017-01-02",2458869.44,314925,"Monday",0,38203.24,28679.53,0,0,599
"600","2017-01-03",2253161.91,290403,"Tuesday",0,4168.54,1707.1,0,0,600
"601","2017-01-04",2412254.33,304363,"Wednesday",0,4168.54,1518.37,0,59800,601
"602","2017-01-05",2716157.39,334533,"Thursday",0,4168.54,3337.2,0,0,602
"603","2017-01-06",2881015.76,337040,"Friday",0,4168.54,55152.79,0,0,603
"604","2017-01-07",3159359.29,376502,"Saturday",0,4168.54,81364.22,0,0,604
"605","2017-01-08",2797253.63,325208,"Sunday",0,4168.54,59803.88,0,0,605
"606","2017-01-09",1587844.61,229978,"Monday",0,4168.54,61474.91,0,0,606
"607","2017-01-10",1544565.85,225237,"Tuesday",0,4168.54,45923.19,0,0,607
"608","2017-01-11",1928734.48,269039,"Wednesday",0,4168.54,60365.92,0,0,608
"609","2017-01-12",1753199.8,247670,"Thursday",0,4168.54,51388.85,0,0,609
"610","2017-01-13",2191611.73,295288,"Friday",0,19789.1,70060.04,0,0,610
"611","2017-01-14",3475085.18,423875,"Saturday",0,9764.03,117197.47,0,0,611
"612","2017-01-15",2883097.79,341254,"Sunday",0,9764.03,47754.06,0,0,612
"613","2017-01-16",1632173.27,237832,"Monday",0,14830.83,52710.99,0,0,613
"614","2017-01-17",1651525.18,238722,"Tuesday",0,18171.49,36516.06,0,0,614
"615","2017-01-18",1815476.99,254192,"Wednesday",0,14828.16,54302.65,0,0,615
"616","2017-01-19",1832519.68,259945,"Thursday",0,14828.16,60083.16,0,0,616
"617","2017-01-20",2307208.94,314715,"Friday",0,21509.16,32521.71,0,0,617
"618","2017-01-21",3322728.01,414362,"Saturday",0,14828.16,61061.02,0,0,618
"619","2017-01-22",2899966.77,346718,"Sunday",0,14828.16,63887.63,0,0,619
"620","2017-01-23",1588312.01,233835,"Monday",0,29852.68,19000.2,16338.638028169,18305.34,620
"621","2017-01-24",1647764.2,243445,"Tuesday",0,19852.68,0,16338.638028169,18305.34,621
"622","2017-01-25",1725042.73,251054,"Wednesday",0,27158.88,0,16338.638028169,18305.34,622
"623","2017-01-26",1789121.99,260463,"Thursday",0,23231.88,0,0,18305.34,623
"624","2017-01-27",2313155.37,319815,"Friday",0,23821.21,69921.24,0,18305.34,624
"625","2017-01-28",3252262.25,411206,"Saturday",0,20477.88,48652.76,0,0,625
"626","2017-01-29",2922022.19,353140,"Sunday",0,20477.93,67020.01,0,0,626
"627","2017-01-30",1613562.44,239630,"Monday",0,8083.66,66704.5,0,18305.34,627
"628","2017-01-31",1638835.08,243643,"Tuesday",0,8083.75,48800.69,0,18305.34,628
"629","2017-02-01",1741866.55,251362,"Wednesday",0,30123.9,51134.55,0,18305.34,629
"630","2017-02-02",1751642.88,254271,"Thursday",0,9784.64,39304.59,0,18305.34,630
"631","2017-02-03",2254869.43,312629,"Friday",0,7030.64,51637.24,24054.16,18305.34,631
"632","2017-02-04",3183333.76,408615,"Saturday",0,7030.64,88098.42,9018.5,0,632
"633","2017-02-05",2710928.44,334602,"Sunday",0,57223.64,56112.65,0,0,633
"634","2017-02-06",1525421.99,241096,"Monday",0,45873.91,11673.62,0,18305.34,634
"635","2017-02-07",1635090.7,244172,"Tuesday",0,7745.24,0,0,18305.34,635
"636","2017-02-08",1867849.09,273014,"Wednesday",0,7745.24,0,0,18305.34,636
"637","2017-02-09",1789510.19,259230,"Thursday",0,10499.24,33660,0,18305.34,637
"638","2017-02-10",2277300.88,315266,"Friday",0,7745.24,0,0,18305.34,638
"639","2017-02-11",3275644.67,418978,"Saturday",0,7745.24,42840,0,0,639
"640","2017-02-12",2895866.7,355573,"Sunday",0,7745.27,0,0,0,640
